x y z nx ny nz f_dc_0 f_dc_1 f_dc_2 f_rest_0 f_rest_1 f_rest_2 f_rest_3 f_rest_4 f_rest_5 f_rest_6 f_rest_7 f_rest_8 f_rest_9 f_rest_10 f_rest_11 f_rest_12 f_rest_13 f_rest_14 f_rest_15 f_rest_16 f_rest_17 f_rest_18 f_rest_19 f_rest_20 f_rest_21 f_rest_22 f_rest_23 f_rest_24 f_rest_25 f_rest_26 f_rest_27 f_rest_28 f_rest_29 f_rest_30 f_rest_31 f_rest_32 f_rest_33 f_rest_34 f_rest_35 f_rest_36 f_rest_37 f_rest_38 f_rest_39 f_rest_40 f_rest_41 f_rest_42 f_rest_43 f_rest_44 opacity scale_0 scale_1 scale_2 rot_0 rot_1 rot_2 rot_3
1.148549 0.22625783 2.0738106 0.0 0.0 0.0 1.9936497 1.9183596 1.6982116 0.038386688 0.042723972 -0.10109431 -0.08050684 0.015751744 0.021437591 -0.09140936 2.6963758e-06 -0.023655223 -0.068729684 0.006816434 0.020672504 -0.027964618 0.0008544897 0.04587217 0.060660254 0.02550646 -0.10219543 -0.07913436 0.023262786 -0.01087621 -0.08684701 -0.011184519 -0.024164254 -0.07344364 4.4507287e-05 0.014157202 -0.006284287 -0.005958034 0.043770008 0.054777693 0.024304032 -0.08861887 -0.05186196 0.046191413 -0.038144458 -0.09172704 -0.045074854 -0.064413935 -0.05772115 0.028007332 -0.0326439 -0.04490426 -0.0317008 0.031348206 -2.7748616 -1.8695852 -2.4089506 -5.963261 0.56507045 0.3665633 -0.04070614 0.29658645
-0.026997538 2.3628912 2.571992 0.0 0.0 0.0 -0.21283457 -0.29283783 -0.53042704 -0.009757605 0.011358488 -0.03695284 0.0174604 -0.0029190641 -0.013564255 -0.015243256 0.009504695 -0.0130854985 -0.0043265442 -0.022396242 0.01592476 0.025576934 -0.04679981 0.004506608 -0.013826842 0.022812571 -0.035246614 0.016218066 -0.012081748 -0.012327159 -0.01874611 0.020616338 -0.015759379 0.0011559788 -0.022918506 0.00037343768 0.021929976 -0.032769673 0.004613411 -0.0114391595 0.012719588 -0.0302395 0.019235797 -0.012214558 -0.01268316 -0.010133482 0.013658628 -0.016958943 -0.00068543217 -0.027190112 0.012169137 0.017927343 -0.045245714 0.008439247 3.3749354 -6.3374214 -6.26463 -4.8972526 0.7788052 0.10197654 0.26681048 0.041479386
1.0233114 2.0916243 3.2126095 0.0 0.0 0.0 1.3597165 1.4679534 1.3085448 0.06266229 0.05181375 0.017601829 0.06457067 0.04764653 0.055581678 0.017543303 -0.009555799 0.04498248 0.05559012 0.03050459 0.046680115 0.039573196 -0.00031477696 -0.0029284887 0.052109487 0.036593996 0.0077036913 0.05920819 0.042135086 0.039467786 0.00651775 -0.002772857 0.018208375 0.050142393 0.028362904 0.036011845 0.02918194 0.005866394 0.0057624644 0.09432742 0.0658617 0.048357237 0.073477864 0.06930626 0.07113516 0.043345638 0.008385521 0.08748012 0.061420213 0.039712507 0.059742797 0.057369724 0.008257605 0.008104556 -2.0507371 -3.7188566 -5.424594 -4.401251 0.7407421 0.02884477 -0.016728377 0.30960014
-0.014578052 0.72775894 1.8541824 0.0 0.0 0.0 0.6241882 0.32054728 -0.21788362 0.05384661 0.018418476 0.0011418802 -0.008980653 0.02505832 0.009752188 -0.012993789 -0.0153940525 0.002965363 -0.004719782 -0.007833247 0.0031302695 -0.012500023 -0.0020154421 0.010257253 0.05809747 0.017752718 -0.0031820517 -0.008678688 0.022491954 0.0048521645 -0.013500635 -0.02338651 0.0034332734 -0.0038086167 -0.014057531 0.0027171464 -0.010724348 -0.0019313326 0.009882929 0.039887607 0.030092763 0.009163229 -0.00013515983 0.012413282 0.019248633 -0.0041828663 -0.019785214 0.0022962964 -0.004505686 -0.01444721 0.0050886027 -0.007621111 -0.002978517 0.007977531 -4.3779635 -4.341352 -3.8700926 -4.1415668 0.7843017 0.12156681 -0.05530953 0.2160975
2.0566037 -4.24476 3.226611 0.0 0.0 0.0 0.36797836 0.33056113 0.07715212 0.00465348 -0.014119866 -0.018119961 -0.029810607 0.0015439182 -0.027001325 -0.00066303584 0.008292496 0.0005017611 -0.031865627 0.014571181 -0.027282076 0.007920108 -0.017490525 -0.0063599315 0.0048785745 -0.0142377345 -0.019662952 -0.02856604 0.0034062387 -0.026607655 0.0012809272 0.005648123 0.0008858101 -0.03130736 0.014819595 -0.026659826 0.01111285 -0.019576393 -0.009311315 -0.0019514075 -0.014270302 -0.004041971 -0.018706182 -0.0041553145 -0.026922412 0.006315868 0.008972662 -0.0011679239 -0.033388212 0.010566177 -0.024505736 0.0071875467 -0.015139799 -0.0015560724 -1.0615188 -3.7281728 -4.397 -5.3130913 0.7285737 -0.33533332 -0.08877685 0.23475161
2.137556 -4.1408715 3.2227337 0.0 0.0 0.0 0.64584506 0.6274093 0.39814946 0.026376802 -0.015480001 0.008152518 -0.0072714584 0.01231326 -0.047250353 0.019836687 0.008550084 0.002587214 0.012978015 0.012081463 -0.0729686 0.05061791 -0.0034910545 -0.012583978 0.027527962 -0.015431571 0.011120595 -0.0061858646 0.013248398 -0.046757232 0.022821644 0.008324677 0.0073355655 0.014321917 0.01084208 -0.07426385 0.052776564 -0.0020067024 -0.0081927525 0.026027003 -0.012895209 0.02126673 0.0050229174 0.008681061 -0.046605684 0.036525816 0.0040348377 0.004659516 0.017226381 0.0067408266 -0.056488622 0.054611918 -0.004609361 -0.013109381 0.41799676 -5.400845 -5.23365 -3.6003802 0.8654585 0.120863214 -0.18913336 -0.11164576
-0.109269425 0.50504243 2.6903229 0.0 0.0 0.0 0.39629516 0.20506318 -0.2648367 -0.05690413 -0.019200813 -0.01010112 0.050747447 -0.02959885 -0.0529404 0.0474908 0.018281 -0.042389415 0.0016444286 -0.001770816 -0.033195343 0.04472103 -0.045553427 -0.06208527 -0.05723111 -0.025537105 -0.010994932 0.061798103 -0.03251503 -0.067279056 0.051893517 0.016511256 -0.044296954 0.0069742803 -0.007617952 -0.053679395 0.05561952 -0.05291008 -0.07534101 -0.06360296 -0.025156746 0.008584878 0.07501207 -0.035030045 -0.060421214 0.089845195 0.039177626 -0.029328067 0.019819913 0.0027559546 -0.038711086 0.072996125 -0.03861069 -0.08023707 4.0160327 -5.90677 -5.4644814 -6.46619 0.7386069 0.15872118 0.028971596 -0.15728953
-0.16908987 1.6333095 2.4583714 0.0 0.0 0.0 1.0919273 0.8812586 0.38046232 -0.045983355 0.0032832301 0.05707206 0.01609486 -0.03450822 0.014070544 0.022903215 0.000999174 -0.00815285 0.007779961 -0.032118116 0.024259835 -0.006704607 -0.007621005 0.009613675 -0.036831547 -0.00048612495 0.045352206 0.017189182 -0.029251128 0.012223839 0.01461355 0.0013444795 -0.0034316771 0.012100417 -0.033923406 0.024386805 -0.01301996 -0.002942486 0.01413126 -0.04933796 -0.007149491 0.051447306 0.013692555 -0.03975416 -0.002947215 0.025782278 0.019483691 -0.0031083669 0.0055317874 -0.042093936 0.011606794 -0.0009087691 0.023647988 -0.00094863673 1.214263 -5.479863 -5.856701 -7.3610816 0.93955815 -0.07139575 -0.12219833 0.07014928
0.6507162 -4.0159755 3.5188107 0.0 0.0 0.0 1.2632394 1.2280986 1.1296566 -0.04317221 -0.006290252 0.05245979 0.0011477552 -0.039645914 0.0019298196 0.04043329 0.064301945 0.018077416 -0.008432492 -0.014106883 0.01893176 0.014583456 0.0315153 0.093390904 -0.04123376 -0.0062317704 0.041985672 -0.0050254865 -0.038317844 0.0017006308 0.03143607 0.05544845 0.015478598 -0.0088452045 -0.017408554 0.015971208 0.012453949 0.026222222 0.08707393 -0.040575486 -0.0056022773 0.04211115 0.0050272983 -0.036270753 0.0034873323 0.036639668 0.03996839 -0.0015301001 0.003083098 -0.013007266 0.019730948 0.016904278 0.012567207 0.08372894 -2.1847422 -4.0578213 -5.059276 -4.9915776 0.84681755 -0.190324 -0.054424476 0.022706075
1.5085055 -1.0387936 4.4306507 0.0 0.0 0.0 -0.24211907 -0.31953 -0.55199575 -0.009078917 0.00783727 -0.008623499 0.01586867 -0.010655263 0.007316571 -0.009227183 -0.0039385157 0.018902907 0.008339091 -0.0008422501 0.015738295 -0.0031602047 -0.014774239 -0.026667042 -0.013191464 0.008421169 -0.019002873 0.013778278 -0.017212037 0.01431787 -0.014887154 -0.0082283225 0.021444174 0.008890963 -0.006775825 0.026662828 -0.005271234 -0.015980793 -0.020347344 -0.013685787 0.0056967097 -0.008265424 0.011219378 -0.017517421 0.003504738 -0.009435526 -0.0063588778 0.014443596 0.0082336655 -0.007828914 0.008655342 -0.0041392995 -0.016974058 -0.024496358 -0.5726361 -4.7872777 -3.719928 -3.5056353 0.9963166 0.100626305 -0.12463167 0.04566137
0.8598175 0.16143273 1.4995348 0.0 0.0 0.0 -0.36341637 -0.48103827 -0.9712437 0.08479449 0.015351086 -0.017522229 0.0046456186 0.06560145 0.030322483 -0.017532215 0.00871225 0.039079532 -0.014084103 0.044705726 0.08686825 0.014846384 0.01497096 0.037566002 0.07560962 -0.019333879 -0.009855691 -0.0044984235 0.048270874 0.0073156026 -0.0032898325 -0.019595133 0.015734335 -0.027977461 0.00013622429 0.089266926 0.010536327 -0.00070636 0.028290955 0.062054865 0.0139504755 0.0055165603 0.019626081 0.058723155 0.03672179 -0.0012227795 0.019016508 0.046599764 -0.019788163 -0.0042059906 0.0861742 0.013827849 0.020239254 0.020281823 2.6010363 -6.057553 -5.7821608 -3.568964 1.0058113 -0.096951246 -0.007984614 0.04519055
2.0256677 0.16169894 1.4507854 0.0 0.0 0.0 -0.7594397 -0.5675519 -0.9786069 0.056602016 -0.0150311235 0.024668438 0.066458754 0.048178516 -0.03639448 0.0059567546 0.0654067 0.017206201 0.056130562 0.05009924 -0.07315468 -0.007836413 0.062038463 0.065645695 0.055836752 -0.01326918 0.021341229 0.064658366 0.050061863 -0.032456025 0.0048170704 0.06286312 0.010751896 0.052663438 0.051347207 -0.06389944 -0.010191148 0.053763565 0.060172424 0.03353124 -0.017499046 0.016120372 0.06438212 0.030660788 -0.03579586 -0.0004549269 0.060080327 0.013695929 0.05868896 0.03322704 -0.07776234 -0.015198256 0.06128024 0.067601316 0.4258821 -5.7725015 -4.1133766 -6.567245 0.80875057 -0.13941906 0.17687693 0.20803216
